liga,url,Home_team,Away_team,id,fecha,1_Average,X_Average,2_Average,1_Highest,X_Highest,2_Highest,H_Average,A_Average,H_Highest,A_Highest,1X_Average,12_Average,X2_Average,1X_Highest,12_Highest,X2_Highest
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/sacramento-kings-los-angeles-clippers-GGODy0uS/,Sacramento Kings,Los Angeles Clippers,04 Mar 2023_NBA_Sacramento Kings_Los Angeles Clippers,04 Mar 2023,1.47,16.00,2.83,1.50,17.00,2.95,1.35,3.31,1.37,3.52,1.38,1.03,2.65,1.38,1.03,2.65
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/chicago-bulls-phoenix-suns-2gIcurt3/,Chicago Bulls,Phoenix Suns,04 Mar 2023_NBA_Chicago Bulls_Phoenix Suns,04 Mar 2023,2.22,16.00,1.69,2.30,17.00,1.71,2.35,1.64,2.44,1.65,2.00,1.04,1.61,2.00,1.04,1.61
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/miami-heat-new-york-knicks-O2JgtOQd/,Miami Heat,New York Knicks,04 Mar 2023_NBA_Miami Heat_New York Knicks,04 Mar 2023,1.86,15.00,2.00,1.91,15.00,2.00,1.88,1.96,1.93,2.01,1.80,1.04,1.80,1.80,1.04,1.80
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/oklahoma-city-thunder-utah-jazz-dGH1v2e9/,Oklahoma City Thunder,Utah Jazz,04 Mar 2023_NBA_Oklahoma City Thunder_Utah Jazz,04 Mar 2023,1.86,15.00,2.00,1.91,15.00,2.00,1.84,1.99,1.89,2.06,1.80,1.04,1.80,1.80,1.04,1.80
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/atlanta-hawks-portland-trail-blazers-8fy7IKYk/,Atlanta Hawks,Portland Trail Blazers,04 Mar 2023_NBA_Atlanta Hawks_Portland Trail Blazers,04 Mar 2023,1.41,17.00,2.94,1.45,17.00,3.00,1.32,3.53,1.36,3.60,1.36,1.03,2.75,1.36,1.03,2.75
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/boston-celtics-brooklyn-nets-nozBHvld/,Boston Celtics,Brooklyn Nets,04 Mar 2023_NBA_Boston Celtics_Brooklyn Nets,04 Mar 2023,1.29,18.00,3.62,1.33,19.00,3.74,1.18,5.16,1.20,5.45,1.26,1.03,3.30,1.26,1.03,3.30
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/charlotte-hornets-orlando-magic-EXy3J0Jq/,Charlotte Hornets,Orlando Magic,04 Mar 2023_NBA_Charlotte Hornets_Orlando Magic,04 Mar 2023,2.28,16.00,1.67,2.30,17.00,1.71,2.45,1.59,2.54,1.61,2.10,1.04,1.56,2.10,1.04,1.56
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/golden-state-warriors-los-angeles-clippers-xCpyOtBS/,Golden State Warriors,Los Angeles Clippers,03 Mar 2023_NBA_Golden State Warriors_Los Angeles Clippers,03 Mar 2023,2.17,16.00,1.72,2.20,17.00,1.77,2.24,1.69,2.30,1.73,1.91,1.04,1.67,1.91,1.04,1.67
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/san-antonio-spurs-indiana-pacers-fmeWOMeM/,San Antonio Spurs,Indiana Pacers,03 Mar 2023_NBA_San Antonio Spurs_Indiana Pacers,03 Mar 2023,2.42,15.00,1.61,2.45,15.00,1.65,2.60,1.53,2.68,1.56,2.25,1.04,1.53,2.25,1.04,1.53
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/dallas-mavericks-philadelphia-76ers-GddSP2tG/,Dallas Mavericks,Philadelphia 76ers,03 Mar 2023_NBA_Dallas Mavericks_Philadelphia 76ers,03 Mar 2023,1.68,16.00,2.25,1.74,17.00,2.25,1.67,2.26,1.71,2.34,1.63,1.04,1.95,1.63,1.04,1.95
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/washington-wizards-toronto-raptors-AF7mYuiQ/,Washington Wizards,Toronto Raptors,03 Mar 2023_NBA_Washington Wizards_Toronto Raptors,03 Mar 2023,2.08,16.00,1.78,2.10,17.00,1.83,2.06,1.80,2.11,1.85,1.87,1.04,1.71,1.87,1.04,1.71
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/portland-trail-blazers-new-orleans-pelicans-8WdOQrR9/,Portland Trail Blazers,New Orleans Pelicans,02 Mar 2023_NBA_Portland Trail Blazers_New Orleans Pelicans,02 Mar 2023,1.67,15.00,2.20,1.67,15.00,2.20,1.67,2.25,1.70,2.30,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/houston-rockets-memphis-grizzlies-YD4BTpsi/,Houston Rockets,Memphis Grizzlies,02 Mar 2023_NBA_Houston Rockets_Memphis Grizzlies,02 Mar 2023,3.57,17.00,1.33,3.74,17.00,1.36,4.72,1.20,5.10,1.22,3.24,1.03,1.26,3.24,1.03,1.26
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/milwaukee-bucks-orlando-magic-nH8FS4dc/,Milwaukee Bucks,Orlando Magic,02 Mar 2023_NBA_Milwaukee Bucks_Orlando Magic,02 Mar 2023,1.40,16.50,3.04,1.41,17.00,3.20,1.29,3.81,1.30,4.22,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/oklahoma-city-thunder-los-angeles-lakers-UubKROB3/,Oklahoma City Thunder,Los Angeles Lakers,02 Mar 2023_NBA_Oklahoma City Thunder_Los Angeles Lakers,02 Mar 2023,1.70,17.50,2.19,1.73,18.00,2.22,1.64,2.34,1.67,2.41,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/boston-celtics-cleveland-cavaliers-0QZdANtT/,Boston Celtics,Cleveland Cavaliers,02 Mar 2023_NBA_Boston Celtics_Cleveland Cavaliers,02 Mar 2023,1.60,15.00,2.44,1.63,15.00,2.50,1.51,2.65,1.53,2.76,1.50,1.04,2.25,1.50,1.04,2.25
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/miami-heat-philadelphia-76ers-tKHP5skp/,Miami Heat,Philadelphia 76ers,02 Mar 2023_NBA_Miami Heat_Philadelphia 76ers,02 Mar 2023,1.65,15.50,2.32,1.68,16.00,2.33,1.66,2.36,1.89,2.55,1.52,1.04,2.03,1.52,1.04,2.03
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/new-york-knicks-brooklyn-nets-KAGT414j/,New York Knicks,Brooklyn Nets,02 Mar 2023_NBA_New York Knicks_Brooklyn Nets,02 Mar 2023,1.41,17.00,3.05,1.45,17.00,3.10,1.30,3.64,1.33,3.76,1.36,1.03,2.80,1.36,1.03,2.80
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/charlotte-hornets-phoenix-suns-SCykCqCG/,Charlotte Hornets,Phoenix Suns,02 Mar 2023_NBA_Charlotte Hornets_Phoenix Suns,02 Mar 2023,3.50,18.00,1.32,3.74,19.00,1.33,4.88,1.20,5.30,1.21,3.30,1.03,1.26,3.30,1.03,1.26
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/detroit-pistons-chicago-bulls-MZzgB3RM/,Detroit Pistons,Chicago Bulls,02 Mar 2023_NBA_Detroit Pistons_Chicago Bulls,02 Mar 2023,2.66,16.00,1.50,2.70,17.00,1.56,2.99,1.42,3.10,1.46,2.40,1.03,1.46,2.40,1.03,1.46
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/golden-state-warriors-portland-trail-blazers-YDrtE5s4/,Golden State Warriors,Portland Trail Blazers,01 Mar 2023_NBA_Golden State Warriors_Portland Trail Blazers,01 Mar 2023,1.62,15.00,2.44,1.67,15.00,2.50,1.52,2.63,1.56,2.70,1.53,1.04,2.25,1.53,1.04,2.25
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/los-angeles-clippers-minnesota-timberwolves-GxYpDPdA/,Los Angeles Clippers,Minnesota Timberwolves,01 Mar 2023_NBA_Los Angeles Clippers_Minnesota Timberwolves,01 Mar 2023,1.49,16.00,2.68,1.53,17.00,2.75,1.40,3.05,1.43,3.17,1.43,1.03,2.55,1.43,1.03,2.55
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/utah-jazz-san-antonio-spurs-fNqxFoSc/,Utah Jazz,San Antonio Spurs,01 Mar 2023_NBA_Utah Jazz_San Antonio Spurs,01 Mar 2023,1.33,18.00,3.35,1.36,19.00,3.50,1.22,4.42,1.26,4.50,1.30,1.03,3.15,1.30,1.03,3.15
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/dallas-mavericks-indiana-pacers-QmuYFRCi/,Dallas Mavericks,Indiana Pacers,01 Mar 2023_NBA_Dallas Mavericks_Indiana Pacers,01 Mar 2023,1.41,17.00,3.12,1.45,17.00,3.24,1.27,3.88,1.30,4.00,1.34,1.03,2.80,1.34,1.03,2.80
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/houston-rockets-denver-nuggets-WnmKPsPI/,Houston Rockets,Denver Nuggets,01 Mar 2023_NBA_Houston Rockets_Denver Nuggets,01 Mar 2023,4.00,18.00,1.28,4.30,19.00,1.31,6.14,1.14,6.60,1.16,3.70,1.03,1.22,3.70,1.03,1.22
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/oklahoma-city-thunder-sacramento-kings-nctUG7co/,Oklahoma City Thunder,Sacramento Kings,01 Mar 2023_NBA_Oklahoma City Thunder_Sacramento Kings,01 Mar 2023,2.13,15.00,1.77,2.15,15.00,1.80,2.19,1.72,2.25,1.75,1.91,1.04,1.67,1.91,1.04,1.67
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/atlanta-hawks-washington-wizards-bZlCR3f6/,Atlanta Hawks,Washington Wizards,01 Mar 2023_NBA_Atlanta Hawks_Washington Wizards,01 Mar 2023,1.42,16.00,2.97,1.45,17.00,3.15,1.35,3.35,1.37,3.52,1.38,1.03,2.65,1.38,1.03,2.65
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/brooklyn-nets-milwaukee-bucks-xQmGQN9C/,Brooklyn Nets,Milwaukee Bucks,01 Mar 2023_NBA_Brooklyn Nets_Milwaukee Bucks,01 Mar 2023,2.73,16.00,1.49,2.75,17.00,1.53,3.04,1.40,3.10,1.46,2.55,1.03,1.43,2.55,1.03,1.43
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/memphis-grizzlies-los-angeles-lakers-rPFm8Fgo/,Memphis Grizzlies,Los Angeles Lakers,01 Mar 2023_NBA_Memphis Grizzlies_Los Angeles Lakers,01 Mar 2023,1.38,17.00,3.30,1.40,17.00,3.50,1.25,4.21,1.28,4.40,1.30,1.03,3.15,1.30,1.03,3.15
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/toronto-raptors-chicago-bulls-Gh8qZLyK/,Toronto Raptors,Chicago Bulls,01 Mar 2023_NBA_Toronto Raptors_Chicago Bulls,01 Mar 2023,1.60,15.00,2.47,1.63,15.00,2.55,1.54,2.58,1.57,2.65,1.48,1.04,2.40,1.48,1.04,2.40
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/new-orleans-pelicans-orlando-magic-WCIFSqu0/,New Orleans Pelicans,Orlando Magic,28 Feb 2023_NBA_New Orleans Pelicans_Orlando Magic,28 Feb 2023,1.59,16.00,2.44,1.63,17.00,2.50,1.52,2.64,1.53,2.76,1.50,1.04,2.25,1.50,1.04,2.25
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/new-york-knicks-boston-celtics-hMJBTPPg/,New York Knicks,Boston Celtics,28 Feb 2023_NBA_New York Knicks_Boston Celtics,28 Feb 2023,2.10,16.00,1.77,2.15,17.00,1.80,2.11,1.76,2.16,1.82,1.91,1.04,1.67,1.91,1.04,1.67
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/charlotte-hornets-detroit-pistons-pdG3Voes/,Charlotte Hornets,Detroit Pistons,28 Feb 2023_NBA_Charlotte Hornets_Detroit Pistons,28 Feb 2023,1.45,16.00,2.80,1.50,17.00,2.80,1.37,3.25,1.39,3.38,1.38,1.03,2.65,1.38,1.03,2.65
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/philadelphia-76ers-miami-heat-baK7U5Am/,Philadelphia 76ers,Miami Heat,28 Feb 2023_NBA_Philadelphia 76ers_Miami Heat,28 Feb 2023,1.53,16.00,2.60,1.56,17.00,2.70,1.45,2.83,1.50,2.88,1.48,1.03,2.40,1.48,1.03,2.40
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/denver-nuggets-los-angeles-clippers-vFwyzSnQ/,Denver Nuggets,Los Angeles Clippers,27 Feb 2023_NBA_Denver Nuggets_Los Angeles Clippers,27 Feb 2023,1.65,16.00,2.38,1.67,17.00,2.50,1.58,2.48,1.60,2.58,1.53,1.04,2.20,1.53,1.04,2.20
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/portland-trail-blazers-houston-rockets-0OvXz8XJ/,Portland Trail Blazers,Houston Rockets,27 Feb 2023_NBA_Portland Trail Blazers_Houston Rockets,27 Feb 2023,1.35,17.00,3.35,1.36,17.00,3.50,1.22,4.49,1.25,4.72,1.30,1.03,3.15,1.30,1.03,3.15
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/golden-state-warriors-minnesota-timberwolves-C8okCOfJ/,Golden State Warriors,Minnesota Timberwolves,27 Feb 2023_NBA_Golden State Warriors_Minnesota Timberwolves,27 Feb 2023,1.79,16.00,2.07,1.83,17.00,2.08,1.76,2.12,1.81,2.16,1.63,1.04,2.00,1.63,1.04,2.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/oklahoma-city-thunder-sacramento-kings-YHnoD4uD/,Oklahoma City Thunder,Sacramento Kings,27 Feb 2023_NBA_Oklahoma City Thunder_Sacramento Kings,27 Feb 2023,2.33,16.00,1.65,2.40,17.00,1.67,2.45,1.59,2.49,1.63,2.10,1.04,1.56,2.10,1.04,1.56
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/cleveland-cavaliers-toronto-raptors-2k4uz2MD/,Cleveland Cavaliers,Toronto Raptors,27 Feb 2023_NBA_Cleveland Cavaliers_Toronto Raptors,27 Feb 2023,1.45,16.00,2.88,1.50,17.00,2.95,1.33,3.47,1.36,3.56,1.38,1.03,2.65,1.38,1.03,2.65
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/chicago-bulls-washington-wizards-vJgxFQA0/,Chicago Bulls,Washington Wizards,26 Feb 2023_NBA_Chicago Bulls_Washington Wizards,26 Feb 2023,1.58,16.00,2.55,1.65,17.00,2.60,1.48,2.75,1.51,2.82,1.46,1.03,2.40,1.46,1.03,2.40
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/dallas-mavericks-los-angeles-lakers-jgctEpQ6/,Dallas Mavericks,Los Angeles Lakers,26 Feb 2023_NBA_Dallas Mavericks_Los Angeles Lakers,26 Feb 2023,1.60,15.00,2.42,1.65,15.00,2.45,1.54,2.58,1.56,2.68,1.50,1.04,2.25,1.50,1.04,2.25
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/atlanta-hawks-brooklyn-nets-pdfYF6ef/,Atlanta Hawks,Brooklyn Nets,26 Feb 2023_NBA_Atlanta Hawks_Brooklyn Nets,26 Feb 2023,1.50,17.00,2.66,1.50,17.00,2.81,1.39,3.12,1.45,3.22,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/milwaukee-bucks-phoenix-suns-65eUGntl/,Milwaukee Bucks,Phoenix Suns,26 Feb 2023_NBA_Milwaukee Bucks_Phoenix Suns,26 Feb 2023,1.71,16.00,2.23,1.71,17.00,2.35,1.68,2.25,1.73,2.30,1.61,1.04,2.00,1.61,1.04,2.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/utah-jazz-san-antonio-spurs-lU0PHSQs/,Utah Jazz,San Antonio Spurs,26 Feb 2023_NBA_Utah Jazz_San Antonio Spurs,26 Feb 2023,1.29,18.00,3.67,1.33,19.00,3.74,1.20,4.89,1.22,5.10,1.26,1.03,3.30,1.26,1.03,3.30
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/philadelphia-76ers-boston-celtics-nLEcM8IQ/,Philadelphia 76ers,Boston Celtics,26 Feb 2023_NBA_Philadelphia 76ers_Boston Celtics,26 Feb 2023,1.93,16.00,1.90,1.95,17.00,1.95,1.94,1.89,2.02,1.93,1.77,1.04,1.83,1.77,1.04,1.83
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/memphis-grizzlies-denver-nuggets-hbFgNl3K/,Memphis Grizzlies,Denver Nuggets,26 Feb 2023_NBA_Memphis Grizzlies_Denver Nuggets,26 Feb 2023,1.72,16.00,2.17,1.74,17.00,2.25,1.70,2.21,1.74,2.30,1.63,1.04,2.00,1.63,1.04,2.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/new-york-knicks-new-orleans-pelicans-veBkOUmE/,New York Knicks,New Orleans Pelicans,26 Feb 2023_NBA_New York Knicks_New Orleans Pelicans,26 Feb 2023,1.66,15.00,2.35,1.69,15.00,2.40,1.59,2.44,1.61,2.54,1.56,1.04,2.10,1.56,1.04,2.10
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/charlotte-hornets-miami-heat-baY20Re7/,Charlotte Hornets,Miami Heat,26 Feb 2023_NBA_Charlotte Hornets_Miami Heat,26 Feb 2023,2.70,16.00,1.50,2.70,17.00,1.56,3.00,1.41,3.12,1.44,2.55,1.03,1.43,2.55,1.03,1.43
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/orlando-magic-indiana-pacers-xjX6aoBD/,Orlando Magic,Indiana Pacers,26 Feb 2023_NBA_Orlando Magic_Indiana Pacers,26 Feb 2023,1.74,16.00,2.17,1.77,17.00,2.25,1.73,2.17,1.75,2.25,1.61,1.04,2.00,1.61,1.04,2.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/detroit-pistons-toronto-raptors-bHwaR9ID/,Detroit Pistons,Toronto Raptors,25 Feb 2023_NBA_Detroit Pistons_Toronto Raptors,25 Feb 2023,2.80,16.00,1.45,2.90,17.00,1.46,3.44,1.33,3.52,1.37,2.65,1.03,1.38,2.65,1.03,1.38
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/los-angeles-clippers-sacramento-kings-jZYb17t1/,Los Angeles Clippers,Sacramento Kings,25 Feb 2023_NBA_Los Angeles Clippers_Sacramento Kings,25 Feb 2023,1.50,16.00,2.65,1.56,17.00,2.70,1.41,3.03,1.43,3.17,1.44,1.03,2.50,1.44,1.03,2.50
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/golden-state-warriors-houston-rockets-Crze2mRf/,Golden State Warriors,Houston Rockets,25 Feb 2023_NBA_Golden State Warriors_Houston Rockets,25 Feb 2023,1.38,17.00,3.20,1.40,17.00,3.40,1.23,4.41,1.26,4.76,1.32,1.03,3.00,1.32,1.03,3.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/phoenix-suns-oklahoma-city-thunder-GGtn49dr/,Phoenix Suns,Oklahoma City Thunder,25 Feb 2023_NBA_Phoenix Suns_Oklahoma City Thunder,25 Feb 2023,1.38,17.00,3.30,1.40,17.00,3.50,1.27,4.03,1.40,4.40,1.30,1.03,3.15,1.30,1.03,3.15
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/chicago-bulls-brooklyn-nets-UJpj3TBl/,Chicago Bulls,Brooklyn Nets,25 Feb 2023_NBA_Chicago Bulls_Brooklyn Nets,25 Feb 2023,1.77,15.00,2.13,1.80,15.00,2.15,1.77,2.10,1.80,2.25,1.67,1.04,1.91,1.67,1.04,1.91
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/minnesota-timberwolves-charlotte-hornets-byfK8klR/,Minnesota Timberwolves,Charlotte Hornets,25 Feb 2023_NBA_Minnesota Timberwolves_Charlotte Hornets,25 Feb 2023,1.47,16.00,2.83,1.50,17.00,2.95,1.37,3.20,1.43,3.30,1.38,1.03,2.65,1.38,1.03,2.65
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/atlanta-hawks-cleveland-cavaliers-290BABJE/,Atlanta Hawks,Cleveland Cavaliers,25 Feb 2023_NBA_Atlanta Hawks_Cleveland Cavaliers,25 Feb 2023,1.86,15.00,2.00,1.91,15.00,2.00,1.91,1.92,1.95,2.01,1.74,1.04,1.87,1.74,1.04,1.87
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/milwaukee-bucks-miami-heat-KpeG9VYK/,Milwaukee Bucks,Miami Heat,25 Feb 2023_NBA_Milwaukee Bucks_Miami Heat,25 Feb 2023,1.69,17.00,2.26,1.87,17.00,2.50,1.53,2.67,1.87,2.95,1.48,1.03,2.40,1.48,1.03,2.40
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/washington-wizards-new-york-knicks-OI17Bi48/,Washington Wizards,New York Knicks,25 Feb 2023_NBA_Washington Wizards_New York Knicks,25 Feb 2023,1.86,15.00,2.00,1.91,15.00,2.00,1.86,1.98,1.90,2.06,1.74,1.04,1.87,1.74,1.04,1.87
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/los-angeles-lakers-golden-state-warriors-CUfMmlC1/,Los Angeles Lakers,Golden State Warriors,24 Feb 2023_NBA_Los Angeles Lakers_Golden State Warriors,24 Feb 2023,1.49,16.00,2.68,1.53,17.00,2.75,1.42,2.98,1.44,3.12,1.43,1.03,2.55,1.43,1.03,2.55
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/sacramento-kings-portland-trail-blazers-AFDPn8R7/,Sacramento Kings,Portland Trail Blazers,24 Feb 2023_NBA_Sacramento Kings_Portland Trail Blazers,24 Feb 2023,1.32,18.00,3.52,1.33,19.00,3.74,1.17,5.39,1.18,5.85,1.26,1.03,3.24,1.26,1.03,3.24
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/utah-jazz-oklahoma-city-thunder-U55HlUde/,Utah Jazz,Oklahoma City Thunder,24 Feb 2023_NBA_Utah Jazz_Oklahoma City Thunder,24 Feb 2023,1.86,16.00,1.98,1.87,17.00,2.05,1.83,2.01,1.85,2.11,1.74,1.04,1.87,1.74,1.04,1.87
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/dallas-mavericks-san-antonio-spurs-jF6DkAsk/,Dallas Mavericks,San Antonio Spurs,24 Feb 2023_NBA_Dallas Mavericks_San Antonio Spurs,24 Feb 2023,1.21,19.00,4.60,1.22,19.00,5.00,1.08,8.50,1.09,10.00,1.16,1.02,4.60,1.16,1.02,4.60
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/philadelphia-76ers-memphis-grizzlies-Mu29jjSr/,Philadelphia 76ers,Memphis Grizzlies,24 Feb 2023_NBA_Philadelphia 76ers_Memphis Grizzlies,24 Feb 2023,1.71,16.00,2.20,1.74,17.00,2.25,1.66,2.31,1.70,2.35,1.61,1.04,2.00,1.61,1.04,2.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/toronto-raptors-new-orleans-pelicans-KQveSk37/,Toronto Raptors,New Orleans Pelicans,24 Feb 2023_NBA_Toronto Raptors_New Orleans Pelicans,24 Feb 2023,1.63,16.00,2.40,1.63,17.00,2.55,1.54,2.62,1.57,2.98,1.56,1.04,2.15,1.56,1.04,2.15
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/cleveland-cavaliers-denver-nuggets-O4MYdhkF/,Cleveland Cavaliers,Denver Nuggets,24 Feb 2023_NBA_Cleveland Cavaliers_Denver Nuggets,24 Feb 2023,1.71,16.00,2.20,1.74,17.00,2.25,1.69,2.24,1.73,2.35,1.61,1.04,2.00,1.61,1.04,2.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/indiana-pacers-boston-celtics-x8QxdC4L/,Indiana Pacers,Boston Celtics,24 Feb 2023_NBA_Indiana Pacers_Boston Celtics,24 Feb 2023,2.99,17.00,1.41,3.10,17.00,1.45,3.70,1.29,4.00,1.30,2.95,1.03,1.32,2.95,1.03,1.32
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/orlando-magic-detroit-pistons-KWFseWJR/,Orlando Magic,Detroit Pistons,24 Feb 2023_NBA_Orlando Magic_Detroit Pistons,24 Feb 2023,1.41,16.00,2.95,1.45,17.00,3.00,1.31,3.61,1.33,3.76,1.34,1.03,2.80,1.34,1.03,2.80
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/team-lebron-team-giannis-2RTfSP7Q/,Team LeBron,Team Giannis,20 Feb 2023_NBA_Team LeBron_Team Giannis,20 Feb 2023,,,,,,,1.72,2.18,1.74,2.20,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/phoenix-suns-los-angeles-clippers-UsNUcYZ8/,Phoenix Suns,Los Angeles Clippers,17 Feb 2023_NBA_Phoenix Suns_Los Angeles Clippers,17 Feb 2023,1.93,15.00,1.90,1.95,15.00,1.95,1.93,1.90,2.02,1.92,1.77,1.04,1.83,1.77,1.04,1.83
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/minnesota-timberwolves-washington-wizards-jiOQbEK2/,Minnesota Timberwolves,Washington Wizards,17 Feb 2023_NBA_Minnesota Timberwolves_Washington Wizards,17 Feb 2023,1.67,15.00,2.30,1.71,15.00,2.30,1.63,2.36,1.65,2.44,1.61,1.04,2.00,1.61,1.04,2.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/chicago-bulls-milwaukee-bucks-jaIkzVs2/,Chicago Bulls,Milwaukee Bucks,17 Feb 2023_NBA_Chicago Bulls_Milwaukee Bucks,17 Feb 2023,3.00,16.00,1.41,3.00,17.00,1.45,3.67,1.30,3.92,1.32,2.80,1.03,1.34,2.80,1.03,1.34
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/los-angeles-lakers-new-orleans-pelicans-C8JoyBSe/,Los Angeles Lakers,New Orleans Pelicans,16 Feb 2023_NBA_Los Angeles Lakers_New Orleans Pelicans,16 Feb 2023,1.59,15.00,2.45,1.63,15.00,2.50,1.53,2.60,1.55,2.76,1.50,1.04,2.25,1.50,1.04,2.25
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/denver-nuggets-dallas-mavericks-IoKsxiDk/,Denver Nuggets,Dallas Mavericks,16 Feb 2023_NBA_Denver Nuggets_Dallas Mavericks,16 Feb 2023,1.50,16.00,2.65,1.56,17.00,2.70,1.45,2.86,1.50,2.95,1.48,1.03,2.40,1.48,1.03,2.40
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/memphis-grizzlies-utah-jazz-Op29faTG/,Memphis Grizzlies,Utah Jazz,16 Feb 2023_NBA_Memphis Grizzlies_Utah Jazz,16 Feb 2023,1.28,17.00,4.03,1.31,17.00,4.30,1.17,5.31,1.20,5.85,1.22,1.03,3.70,1.22,1.03,3.70
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/oklahoma-city-thunder-houston-rockets-4rGwwXcq/,Oklahoma City Thunder,Houston Rockets,16 Feb 2023_NBA_Oklahoma City Thunder_Houston Rockets,16 Feb 2023,1.36,17.00,3.30,1.36,17.00,3.50,1.22,4.55,1.25,4.72,1.30,1.03,3.15,1.30,1.03,3.15
NBA,https://www.oddsportal.com/basketball/usa/nba-2022-2023/atlanta-hawks-new-york-knicks-xUacc1qb/,Atlanta Hawks,New York Knicks,16 Feb 2023_NBA_Atlanta Hawks_New York Knicks,16 Feb 2023,1.66,15.00,2.40,1.69,15.00,2.50,1.59,2.45,1.61,2.54,1.53,1.04,2.20,1.53,1.04,2.20
